,kunnr,dispute_amount,value_label,avg_invalid_dispute_amount,b_value
2863,2002253691,2494.99,LOW,1028.225,0.41211588022396883
2864,999999999,42913.5,HIGH,6875.0959055118055,5.0
2865,2002213981,52493.44,HIGH,7113.3422880215685,5.0
2866,2002213981,7596.0,HIGH,7113.3422880215685,1.0678524514124952
2867,2002213931,76.84,HIGH,5980.336706812193,0.012848774871232862
2868,2002213981,2459.19,HIGH,7113.3422880215685,0.34571512243142366
2869,2002213963,4462.21,HIGH,13217.613931345559,0.337595728183426
2870,2002214052,478.36,LOW,823.9816969696965,1.7225137908054529
2871,2002213981,76.42,HIGH,7113.3422880215685,0.010743191724189428
2872,2002214045,6983.37,HIGH,5299.50366489045,1.3177403850600713
2873,2002214045,2810.88,HIGH,5299.50366489045,0.5304043883623026
2874,2002213981,1267.92,HIGH,7113.3422880215685,0.1782453238803227
2875,2002214045,54.39,HIGH,5299.50366489045,0.010263225282838698
2876,2002214045,57.09,HIGH,5299.50366489045,0.010772706957110889
2877,2002213981,3434.04,HIGH,7113.3422880215685,0.4827604044561039
2878,2002213895,29783.74,LOW,1418.4563357664206,0.04762519199289345
2879,2002214045,6636.07,HIGH,5299.50366489045,1.2522059459953556
2880,2002214052,61.74,LOW,823.9816969696965,5.0
2881,2002253256,69.19,HIGH,86743.38563157897,0.005
2882,2002213981,73.92,HIGH,7113.3422880215685,0.010391739495578154
2883,2002213963,5471.88,HIGH,13217.613931345559,0.41398394811815786
2884,2002213975,492.95,HIGH,4080.344206642068,0.1208108862966918
2885,2002213931,7574.49,HIGH,5980.336706812193,1.2665658091411323
2886,2002213931,10331.55,HIGH,5980.336706812193,1.727586673879306
2887,2002213896,510.15,HIGH,9077.94169154229,0.056196659698232586
2888,2002214045,2813.73,HIGH,5299.50366489045,0.5309421745740344
2889,2002213931,72751.2,HIGH,5980.336706812193,5.0
2890,2002213918,385.89,HIGH,5659.080187050367,0.06818952678617796
2891,2002213981,59.58,HIGH,7113.3422880215685,0.008375809512263884
2892,2002213981,73.77,HIGH,7113.3422880215685,0.010370652361861476
2893,2002213918,383.9,HIGH,5659.080187050367,0.06783787953358138
2894,2002213853,6427.86,HIGH,3292.3019883040943,1.9523907657423218
2895,2002213990,1600.86,HIGH,1596.2452967227655,1.0028909737661929
2896,2002213981,135.26,HIGH,7113.3422880215685,0.019014971376784373
2897,2002213918,366.22,HIGH,5659.080187050367,0.0647136969074972
2898,2002213918,166.98,HIGH,5659.080187050367,0.0295065619289331
2899,2002213981,8193.0,HIGH,7113.3422880215685,1.1517792436048675
2900,2002213918,150.12,HIGH,5659.080187050367,0.026527279175778164
2901,2002213918,233.71,HIGH,5659.080187050367,0.0412982308564556
2902,2002254220,224.74,HIGH,4168.2664516129025,0.0539168986937093
2903,2002254220,59.79,HIGH,4168.2664516129025,0.014344092608778496
2904,2002213963,463.93,HIGH,13217.613931345559,0.035099375909277426
2905,2002213896,2010.88,HIGH,9077.94169154229,0.22151276889930796
2906,2002213918,103.01,HIGH,5659.080187050367,0.018202604768830993
2907,2002213918,204.78,HIGH,5659.080187050367,0.03618609265664703
2908,2002213915,898.7,LOW,343.03572640178726,0.3817021546698423
2909,2002213887,1672.27,HIGH,39981.421175166295,0.04182617703041279
2910,2002213895,78.48,LOW,1418.4563357664206,5.0
2911,2002213963,7429.97,HIGH,13217.613931345559,0.5621264199871834
2912,2002214026,285.62,HIGH,8207.263863636368,0.03480087940945659
2913,2002213918,87.12,HIGH,5659.080187050367,0.01539472796292162
2914,2002213931,637.0,HIGH,5980.336706812193,0.10651574170972583
2915,2002213931,7729.59,HIGH,5980.336706812193,1.2925008037081314
2916,2002213931,1079.03,HIGH,5980.336706812193,0.18042964015234766
2917,2002214045,102.0,HIGH,5299.50366489045,0.019247085472505004
2918,2002213918,160.93,HIGH,5659.080187050367,0.02843748359817466
2919,2002213963,356.09,HIGH,13217.613931345559,0.026940565963689777
2920,2002214052,169.21,LOW,823.9816969696965,4.869580385140928
2921,2002213963,16225.51,HIGH,13217.613931345559,1.2275672511149096
2922,2002213918,50.12,HIGH,5659.080187050367,0.00885656296489476
2923,2002213931,812.27,HIGH,5980.336706812193,0.13582345607309107
2924,2002213915,1115.02,LOW,343.03572640178726,0.30764984161879366
2925,2002213981,176.41,HIGH,7113.3422880215685,0.024799875059725945
2926,2002213981,95.96,HIGH,7113.3422880215685,0.013490142343015144
2927,2002213981,6012.0,HIGH,7113.3422880215685,0.845172319364392
2928,2002214045,180.87,HIGH,5299.50366489045,0.034129611268744905
2929,2002214045,171.97,HIGH,5299.50366489045,0.032450208712810645
2930,2002214045,707.12,HIGH,5299.50366489045,0.13343136352272292
2931,2002214045,54.39,HIGH,5299.50366489045,0.010263225282838698
2932,2002213879,76.5,HIGH,17657.59580487807,0.005
2933,2002213895,2547.57,LOW,1418.4563357664206,0.5567879727608743
2934,2002213918,211.8,HIGH,5659.080187050367,0.03742657693465105
2935,2002213931,1236.79,HIGH,5980.336706812193,0.20680942572868416
2936,2002213931,2156.45,HIGH,5980.336706812193,0.36059006469378063
2937,2002213918,50.32,HIGH,5659.080187050367,0.008891904397316528
2938,2002213918,55.98,HIGH,5659.080187050367,0.009892066934852528
2939,2002214045,102.0,HIGH,5299.50366489045,0.019247085472505004
2940,2002213981,72.5,HIGH,7113.3422880215685,0.01019211462972695
2941,2002213981,69.0,HIGH,7113.3422880215685,0.009700081509671166
2942,2002213981,35715.19,HIGH,7113.3422880215685,5.0
2943,2002213853,4004.78,HIGH,3292.3019883040943,1.2164072476422225
2944,2002213931,3402.3,HIGH,5980.336706812193,0.5689144552888544
2945,2002213981,63.77,HIGH,7113.3422880215685,0.00896484344741638
2946,2002213981,3292.8,HIGH,7113.3422880215685,0.4629047593484814
2947,2002213879,224.5,HIGH,17657.59580487807,0.012714075148213544
2948,2002253691,2603.88,LOW,1028.225,0.39488186859609503
2949,2002213918,2287.82,HIGH,5659.080187050367,0.4042741796158327
2950,2002213963,1098.97,HIGH,13217.613931345559,0.08314435613781954
2951,2002213981,53.73,HIGH,7113.3422880215685,0.007553411297313503
2952,2002213981,92.76,HIGH,7113.3422880215685,0.013040283490392716
2953,2002213981,148.2,HIGH,7113.3422880215685,0.020834088112076328
2954,2002253691,1233.06,LOW,1028.225,0.8338807519504322
2955,2002213963,356.09,HIGH,13217.613931345559,0.026940565963689777
2956,2002253256,99.94,HIGH,86743.38563157897,0.005
2957,2002213931,8412.58,HIGH,5980.336706812193,1.4067067478687683
