,kunnr,kunwe,kunwe_label,kunwe_y,rank
215,2002214045,2002214045,2002214045,2002214045,2.0
216,2002214045,2002214045,2002214045,2002214045,2.0
217,2002214045,2002214045,2002214045,2002214045,2.0
218,2002213981,2002213981,2002213981,2002213981,82.0
219,2002213981,2002213981,2002213981,2002213981,82.0
220,2002213981,2002213981,2002213981,2002213981,82.0
221,2002213981,2000539827,2000539827,2000539827,52.0
222,2002213918,2002213918,2002213918,2002213918,8.0
223,2002213918,2002213918,2002213918,2002213918,8.0
224,2002213918,2002213918,2002213918,2002213918,8.0
225,2002213981,2002213981,2002213981,2002213981,82.0
226,2002213896,2000006551,2000006551,2000006551,5.0
227,2002214045,2000078471,others,2000022296,1.0
228,2002214045,2000078471,others,2000022296,1.0
229,2002213918,2002213918,2002213918,2002213918,8.0
230,2002213981,2000543131,2000543131,2000543131,42.0
231,2002213981,2000546353,2000546353,2000546353,78.0
232,2002213853,2000012822,2000012822,2000012822,4.0
233,2002213918,2002213918,2002213918,2002213918,8.0
234,2002213981,2000408286,2000408286,2000408286,29.0
235,2002213918,2002213918,2002213918,2002213918,8.0
236,2002213918,2002213918,2002213918,2002213918,8.0
237,2002213918,2002213918,2002213918,2002213918,8.0
238,2002213895,2001447863,2001447863,2001447863,11.0
239,2002213981,2002213981,2002213981,2002213981,82.0
240,2002213853,2000012822,2000012822,2000012822,4.0
241,2002213918,2002213918,2002213918,2002213918,8.0
242,2002214045,2002214045,2002214045,2002214045,2.0
243,2002213931,2002814671,others,2002610008,4.0
244,2002213981,2002213981,2002213981,2002213981,82.0
245,2002213981,2002213981,2002213981,2002213981,82.0
246,2002213896,2000422371,2000422371,2000422371,3.0
247,2002214045,2002214045,2002214045,2002214045,2.0
248,2002214045,2002214045,2002214045,2002214045,2.0
249,2002214045,2002214045,2002214045,2002214045,2.0
250,2002213895,2000079050,others,2000006991,10.0
251,2002213915,2002219697,2002219697,2002219697,3.0
252,2002214045,2002214045,2002214045,2002214045,2.0
253,2002214045,2002214045,2002214045,2002214045,2.0
254,2002214045,2000078471,others,2000022296,1.0
255,2002213895,2000299984,2000299984,2000299984,7.0
256,2002213887,2000511811,2000511811,2000511811,13.0
257,2002254220,2002254220,others,2002254220,1.0
258,2002213918,2002213918,2002213918,2002213918,8.0
259,2002213963,2001404457,2001404457,2001404457,10.0
260,2002253256,2002253256,2002253256,2002253256,1.0
261,2002214045,2002214045,2002214045,2002214045,2.0
262,2002214045,2002214045,2002214045,2002214045,2.0
263,2002214045,2002214045,2002214045,2002214045,2.0
264,2002214045,2000078471,others,2000022296,1.0
265,2002214045,2002214045,2002214045,2002214045,2.0
266,2002214045,2002214045,2002214045,2002214045,2.0
267,2002214045,2000078471,others,2000022296,1.0
268,2002214045,2002214045,2002214045,2002214045,2.0
269,2002214045,2000078471,others,2000022296,1.0
270,2002214045,2000078471,others,2000022296,1.0
271,2002214045,2000078471,others,2000022296,1.0
272,2002214045,2000078471,others,2000022296,1.0
273,2002214045,2002214045,2002214045,2002214045,2.0
274,2002213981,2002213981,2002213981,2002213981,82.0
275,2002213931,2002577891,others,2002610008,4.0
276,2002214045,2000078471,others,2000022296,1.0
277,2002214045,2000078471,others,2000022296,1.0
278,2002214045,2002214045,2002214045,2002214045,2.0
279,2002214045,2002214045,2002214045,2002214045,2.0
280,2002213981,2002213981,2002213981,2002213981,82.0
281,2002213981,2002213981,2002213981,2002213981,82.0
282,2002213981,2002213981,2002213981,2002213981,82.0
283,2002213981,2002213981,2002213981,2002213981,82.0
284,2002213981,2002213981,2002213981,2002213981,82.0
285,2002213981,2002213981,2002213981,2002213981,82.0
286,2002213981,2002213981,2002213981,2002213981,82.0
287,2002213981,2002213981,2002213981,2002213981,82.0
288,2002213981,2002213981,2002213981,2002213981,82.0
289,2002214045,2002214045,2002214045,2002214045,2.0
290,2002213981,2000837000,2000837000,2000837000,56.0
291,2002213981,2002213981,2002213981,2002213981,82.0
292,2002213981,2002213981,2002213981,2002213981,82.0
293,2002213981,2002213981,2002213981,2002213981,82.0
294,2002213931,2002879215,others,2002610008,4.0
295,2002213981,2002213981,2002213981,2002213981,82.0
296,2002214045,2002214045,2002214045,2002214045,2.0
297,2002214045,2002214045,2002214045,2002214045,2.0
298,2002214045,2002214045,2002214045,2002214045,2.0
299,2002213981,2000034780,2000034780,2000034780,10.0
300,2002213981,2001014760,2001014760,2001014760,35.0
301,2002214045,2000078471,others,2000022296,1.0
302,2002214045,2002214045,2002214045,2002214045,2.0
303,2002213981,2002213981,2002213981,2002213981,82.0
304,2002213981,2002213981,2002213981,2002213981,82.0
305,2002213981,2002885409,others,2000053029,20.0
306,2002214045,2002214045,2002214045,2002214045,2.0
307,2002214045,2002214045,2002214045,2002214045,2.0
308,2002213981,2002213981,2002213981,2002213981,82.0
309,2002213981,2002213981,2002213981,2002213981,82.0
310,2002213981,2002213981,2002213981,2002213981,82.0
311,2002213853,2000012822,2000012822,2000012822,4.0
312,2002213981,2000541378,2000541378,2000541378,38.0
313,2002213981,2002213981,2002213981,2002213981,82.0
314,2002213981,2002213981,2002213981,2002213981,82.0
315,2002213896,2000422371,2000422371,2000422371,3.0
316,2002214045,2000078471,others,2000022296,1.0
317,2002213981,2002213981,2002213981,2002213981,82.0
318,2002213918,2002213918,2002213918,2002213918,8.0
319,2002213981,2002213981,2002213981,2002213981,82.0
320,2002213879,2002213879,2002213879,2002213879,5.0
321,2002214045,2000078471,others,2000022296,1.0
322,2002214045,2000078471,others,2000022296,1.0
323,2002214045,2000078471,others,2000022296,1.0
324,2002214045,2002214045,2002214045,2002214045,2.0
325,2002214045,2000078471,others,2000022296,1.0
326,2002214045,2002214045,2002214045,2002214045,2.0
327,2002213981,2002213981,2002213981,2002213981,82.0
328,2002213931,2002450551,others,2002610008,4.0
329,2002213981,2002213981,2002213981,2002213981,82.0
330,2002213931,2002877572,others,2002610008,4.0
331,2002214045,2002214045,2002214045,2002214045,2.0
332,2002214045,2002214045,2002214045,2002214045,2.0
333,2002213931,2002879194,others,2002610008,4.0
334,2002213918,2002213918,2002213918,2002213918,8.0
335,2002213931,2002736497,2002736497,2002736497,1.0
336,2002253256,2002253256,2002253256,2002253256,1.0
337,2002213981,2002213981,2002213981,2002213981,82.0
338,2002213981,2002213981,2002213981,2002213981,82.0
339,2002214045,2000078471,others,2000022296,1.0
340,2002214045,2002214045,2002214045,2002214045,2.0
341,2002214045,2002214045,2002214045,2002214045,2.0
342,2002214045,2000078471,others,2000022296,1.0
343,2002213981,2002213981,2002213981,2002213981,82.0
344,2002213918,2002213918,2002213918,2002213918,8.0
345,2002213918,2002213918,2002213918,2002213918,8.0
346,2002213887,2001431615,2001431615,2001431615,8.0
347,2002213981,2002213981,2002213981,2002213981,82.0
348,2002214045,2002788714,others,2000022296,1.0
349,2002213887,2002856131,others,2002479890,1.0
350,2002214045,2000078471,others,2000022296,1.0
351,2002214045,2000078471,others,2000022296,1.0
352,2002214045,2002214045,2002214045,2002214045,2.0
353,2002214045,2002214045,2002214045,2002214045,2.0
354,2002214045,2002214045,2002214045,2002214045,2.0
355,2002214045,2002214045,2002214045,2002214045,2.0
356,2002213931,2002879192,others,2002610008,4.0
357,2002213931,2002758317,others,2002610008,4.0
358,2002213853,2000012822,2000012822,2000012822,4.0
359,2002213896,2000006551,2000006551,2000006551,5.0
360,2002213974,2000006448,others,2001019637,2.0
361,999999999,2000019216,others,2002254365,1.0
362,2002214045,2002214045,2002214045,2002214045,2.0
363,2002214045,2002214045,2002214045,2002214045,2.0
364,2002214045,2000078471,others,2000022296,1.0
365,2002214045,2002214045,2002214045,2002214045,2.0
366,2002214045,2002214045,2002214045,2002214045,2.0
367,2002214045,2002214045,2002214045,2002214045,2.0
368,2002214045,2002214045,2002214045,2002214045,2.0
369,2002214045,2002214045,2002214045,2002214045,2.0
370,2002214045,2002214045,2002214045,2002214045,2.0
371,2002213981,2000276845,others,2000053029,20.0
372,2002213931,2001832528,2001832528,2001832528,7.0
373,2002213887,2002856131,others,2002479890,1.0
374,2002213981,2000543131,2000543131,2000543131,42.0
375,2002213981,2000053019,2000053019,2000053019,3.0
376,2002213918,2002213918,2002213918,2002213918,8.0
377,2002213918,2002213918,2002213918,2002213918,8.0
378,2002213918,2002213918,2002213918,2002213918,8.0
379,2002213918,2002213918,2002213918,2002213918,8.0
380,2002213981,2002766690,2002766690,2002766690,1.0
381,2002214045,2002214045,2002214045,2002214045,2.0
382,2002214045,2002214045,2002214045,2002214045,2.0
383,2002214045,2000078471,others,2000022296,1.0
384,2002214045,2000078471,others,2000022296,1.0
385,2002214045,2002214045,2002214045,2002214045,2.0
386,2002214045,2002214045,2002214045,2002214045,2.0
387,2002213981,2002213981,2002213981,2002213981,82.0
388,2002213981,2000035794,2000035794,2000035794,37.0
389,2002213895,2000003475,others,2000006991,10.0
390,2002214045,2002214045,2002214045,2002214045,2.0
391,2002214045,2002214045,2002214045,2002214045,2.0
392,2002214045,2002214045,2002214045,2002214045,2.0
393,2002214045,2002214045,2002214045,2002214045,2.0
394,2002214045,2002214045,2002214045,2002214045,2.0
395,2002214045,2002214045,2002214045,2002214045,2.0
396,2002213981,2002213981,2002213981,2002213981,82.0
397,2002213981,2002213981,2002213981,2002213981,82.0
398,2002213981,2002213981,2002213981,2002213981,82.0
399,2002213981,2002213981,2002213981,2002213981,82.0
400,2002213981,2002213981,2002213981,2002213981,82.0
401,2002213895,2001447863,2001447863,2001447863,11.0
402,2002213981,2002213981,2002213981,2002213981,82.0
403,2002214045,2000078471,others,2000022296,1.0
404,2002214045,2000078471,others,2000022296,1.0
405,2002213981,2002213981,2002213981,2002213981,82.0
406,2002213981,2001115351,2001115351,2001115351,79.0
407,2002213981,2002213981,2002213981,2002213981,82.0
408,2002214045,2000078471,others,2000022296,1.0
409,2002214045,2002214045,2002214045,2002214045,2.0
410,2002213981,2002213981,2002213981,2002213981,82.0
411,2002213981,2002213981,2002213981,2002213981,82.0
412,2002213981,2002213981,2002213981,2002213981,82.0
413,2002213918,2002213918,2002213918,2002213918,8.0
414,2002213918,2002213918,2002213918,2002213918,8.0
415,2002213981,2000056509,2000056509,2000056509,32.0
416,2002213981,2002213981,2002213981,2002213981,82.0
417,2002214045,2002219006,others,2000022296,1.0
418,2002214045,2001102833,others,2000022296,1.0
419,2002213981,2002213981,2002213981,2002213981,82.0
420,2002214045,2001442938,others,2000022296,1.0
421,2002213981,2000541352,2000541352,2000541352,64.0
422,2002213918,2002213918,2002213918,2002213918,8.0
423,2002213981,2000540758,2000540758,2000540758,67.0
424,2002213981,2002213981,2002213981,2002213981,82.0
425,2002253691,2001802322,2001802322,2001802322,3.0
426,2002213981,2002213981,2002213981,2002213981,82.0
427,2002214045,2000078471,others,2000022296,1.0
428,2002213931,2002450551,others,2002610008,4.0
429,2002213981,2002810293,others,2000053029,20.0
430,2002213981,2000540767,2000540767,2000540767,62.0
431,2002213981,2002213981,2002213981,2002213981,82.0
432,2002213981,2002213981,2002213981,2002213981,82.0
433,2002214045,2000078471,others,2000022296,1.0
434,2002213906,2000379048,others,2000853687,2.0
435,2002213931,2002680692,2002680692,2002680692,8.0
436,2002213981,2002213981,2002213981,2002213981,82.0
437,2002213981,2002213981,2002213981,2002213981,82.0
438,2002213981,2002213981,2002213981,2002213981,82.0
439,2002213981,2002213981,2002213981,2002213981,82.0
440,2002213981,2002213981,2002213981,2002213981,82.0
441,2002214045,2002214045,2002214045,2002214045,2.0
442,2002213879,2000541384,2000541384,2000541384,4.0
443,2002213981,2002213981,2002213981,2002213981,82.0
444,2002213896,2000006551,2000006551,2000006551,5.0
445,2002213879,2000541384,2000541384,2000541384,4.0
446,2002213981,2002213981,2002213981,2002213981,82.0
447,2002214045,2000078471,others,2000022296,1.0
448,2002214045,2002214045,2002214045,2002214045,2.0
449,2002213931,2002736497,2002736497,2002736497,1.0
450,2002214045,2000078471,others,2000022296,1.0
451,2002214045,2002214045,2002214045,2002214045,2.0
452,2002214045,2000078471,others,2000022296,1.0
453,2002214045,2000078471,others,2000022296,1.0
454,2002213981,2000540758,2000540758,2000540758,67.0
455,2002253256,2002253256,2002253256,2002253256,1.0
456,2002213981,2002213981,2002213981,2002213981,82.0
457,2002214045,2000078471,others,2000022296,1.0
458,2002213981,2002213981,2002213981,2002213981,82.0
459,2002213981,2002213981,2002213981,2002213981,82.0
460,2002213918,2002213918,2002213918,2002213918,8.0
461,2002213918,2002213918,2002213918,2002213918,8.0
462,2002213931,2001834194,others,2002610008,4.0
463,2002213931,2001832528,2001832528,2001832528,7.0
464,2002213981,2000539083,2000539083,2000539083,48.0
465,2002213981,2000034788,others,2000053029,20.0
466,2002213931,2002900443,others,2002610008,4.0
467,2002213981,2002213981,2002213981,2002213981,82.0
468,2002213981,2000053019,2000053019,2000053019,3.0
469,2002213981,2000541370,2000541370,2000541370,55.0
470,2002213981,2002213981,2002213981,2002213981,82.0
471,2002213981,2002213981,2002213981,2002213981,82.0
472,2002213981,2002213981,2002213981,2002213981,82.0
473,2002213981,2002213981,2002213981,2002213981,82.0
474,2002214045,2000078471,others,2000022296,1.0
475,999999999,2001781624,others,2002254365,1.0
476,2002213887,2002466368,2002466368,2002466368,7.0
477,2002213887,2000007093,2000007093,2000007093,5.0
478,2002214045,2000078471,others,2000022296,1.0
479,2002214045,2002214045,2002214045,2002214045,2.0
480,2002214045,2000078471,others,2000022296,1.0
481,2002214045,2000078471,others,2000022296,1.0
482,2002213896,2000422371,2000422371,2000422371,3.0
483,2002213896,2000061442,2000061442,2000061442,2.0
484,2002214045,2002214045,2002214045,2002214045,2.0
485,2002214045,2000078471,others,2000022296,1.0
486,2002213963,2002213963,2002213963,2002213963,16.0
487,2002213981,2002213981,2002213981,2002213981,82.0
488,2002214045,2002214045,2002214045,2002214045,2.0
489,2002214045,2002214045,2002214045,2002214045,2.0
490,2002214045,2002214045,2002214045,2002214045,2.0
491,2002213887,2000356302,2000356302,2000356302,4.0
492,2002213895,2002837501,2002837501,2002837501,8.0
493,2002213981,2000053019,2000053019,2000053019,3.0
494,2002253256,2002253256,2002253256,2002253256,1.0
495,2002214045,2000078471,others,2000022296,1.0
496,2002214045,2002214045,2002214045,2002214045,2.0
497,2002214045,2002214045,2002214045,2002214045,2.0
498,2002213981,2002213902,others,2000053029,20.0
499,2002214045,2002214045,2002214045,2002214045,2.0
500,2002214045,2002214045,2002214045,2002214045,2.0
501,2002214045,2002214045,2002214045,2002214045,2.0
502,2002214045,2000078471,others,2000022296,1.0
503,2002214045,2000078471,others,2000022296,1.0
504,2002214045,2002214045,2002214045,2002214045,2.0
505,2002214045,2000078471,others,2000022296,1.0
506,2002214045,2000078471,others,2000022296,1.0
507,2002214045,2000078471,others,2000022296,1.0
508,2002214045,2002214045,2002214045,2002214045,2.0
509,2002214045,2002214045,2002214045,2002214045,2.0
510,2002213981,2002213981,2002213981,2002213981,82.0
511,2002213887,2002856131,others,2002479890,1.0
512,2002213895,2001447863,2001447863,2001447863,11.0
513,2002213895,2001447863,2001447863,2001447863,11.0
514,2002214045,2000078471,others,2000022296,1.0
515,2002214045,2000078471,others,2000022296,1.0
516,2002214045,2000078471,others,2000022296,1.0
517,2002213895,2002837501,2002837501,2002837501,8.0
518,2002213896,2000061442,2000061442,2000061442,2.0
519,2002214045,2002214045,2002214045,2002214045,2.0
520,2002214045,2000078471,others,2000022296,1.0
521,2002214045,2000078471,others,2000022296,1.0
522,2002214045,2000078471,others,2000022296,1.0
523,2002214045,2002214045,2002214045,2002214045,2.0
524,2002214045,2002214045,2002214045,2002214045,2.0
525,2002214045,2000078471,others,2000022296,1.0
526,2002214045,2000078471,others,2000022296,1.0
527,2002214045,2001781377,others,2000022296,1.0
528,2002213981,2002213981,2002213981,2002213981,82.0
529,2002214045,2002214045,2002214045,2002214045,2.0
530,2002214045,2002214045,2002214045,2002214045,2.0
531,2002214045,2002214045,2002214045,2002214045,2.0
532,2002213981,2002213981,2002213981,2002213981,82.0
533,2002213896,2000006551,2000006551,2000006551,5.0
534,2002213896,2000422371,2000422371,2000422371,3.0
535,2002214045,2002214045,2002214045,2002214045,2.0
536,2002214045,2002214045,2002214045,2002214045,2.0
537,2002213981,2002213981,2002213981,2002213981,82.0
538,2002213981,2002213981,2002213981,2002213981,82.0
539,2002213981,2002213981,2002213981,2002213981,82.0
540,2002213981,2002213981,2002213981,2002213981,82.0
541,2002213981,2002213981,2002213981,2002213981,82.0
542,2002213981,2002213981,2002213981,2002213981,82.0
543,2002253691,2000848718,2000848718,2000848718,3.0
544,2002214045,2002214045,2002214045,2002214045,2.0
545,2002214045,2000078471,others,2000022296,1.0
546,2002214045,2002214045,2002214045,2002214045,2.0
547,2002214045,2000078471,others,2000022296,1.0
548,2002214045,2000078471,others,2000022296,1.0
549,2002214045,2002214045,2002214045,2002214045,2.0
550,2002213981,2002213981,2002213981,2002213981,82.0
